규모별,2011.01,2012.01,2013.01,2014.01,2015.01,2016.01,2017.01,2018.01,2019.01,2020.01,2021.01,2022.01,2023.01
초소형(40㎡ 이하),178.1,178.6,185.1,211.4,231.3,238.0,258.1,305.3,216.2,299.1,299.4,252.0,227.7
소형(40㎡초과 60㎡이하),225.1,225.0,227.3,265.4,282.8,270.5,275.8,345.6,253.6,362.8,312.1,278.4,333.4
중소형(60㎡초과 85㎡이하),246.6,240.3,247.8,283.2,297.7,294.6,312.0,394.4,294.8,376.5,374.2,349.5,441.4
중대형(85㎡초과 135㎡이하),274.7,271.7,266.8,300.3,315.9,315.4,340.9,456.9,323.7,393.8,446.5,411.5,479.1
대형(135㎡ 초과),262.6,268.8,257.1,280.4,302.5,311.5,333.5,512.0,313.9,358.3,451.9,392.4,473.6
